round_update,round_number,round_start_date,round_end_date,grant_title,grant_id,region,category,url,match_amount,num_contributions,num_unique_contributors,crowdfund_amount_contributions_usd,crowdfund_amount_contributions_usd_update,total,total_update,region_update,count,total_update_grouped,grant_id_update
GR12,12,2021-12-01,2021-12-16,Dark Forest,2323,north_america,dApp Tech,https://gitcoin.co/grants/2323/dark-forest,25000,13966,11056,155575,155575,180575,180575,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,RainbowDAO Protocol,4019,southeast_asia,dGov,https://gitcoin.co/grants/4019/rainbowdao-protocol,25000,5657,4811,46747,46747,71747,71747,southeast asia,1,107380,1
GR12,12,2021-12-01,2021-12-16,Umbra:  Privacy Preserving Stealth Payments,821,north_america,Infra Tech,https://gitcoin.co/grants/821/umbra-privacy-preserving-stealth-payments,25000,12373,9912,55342,55342,80342,80342,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,Li.Finance - Cross-Chain Bridge Aggregator + Smart Routing,3133,europe,Infra Tech,https://gitcoin.co/grants/3133/lifinance-cross-chain-bridge-aggregator-smart-rou,25000,15775,12317,66302,66302,91302,91302,europe,1,1386166,1
GR12,12,2021-12-01,2021-12-16,Dataverse: Curate NFTs from around the web with one click,3531,east_asia,NFTs,https://gitcoin.co/grants/3531/dataverse-curate-nfts-from-around-the-web-with-on,25000,10368,8367,31800,31800,56800,56800,east asia,1,285554,1
GR12,12,2021-12-01,2021-12-16,Llama - Treasury Management for DAOs,1707,india,dApp Tech,https://gitcoin.co/grants/1707/llama-treasury-management-for-daos,25000,5540,4658,19076,19076,44076,44076,india,1,71396,1
GR12,12,2021-12-01,2021-12-16,POAP  (Proof of Attendance Protocol),490,latin_america,NFTs,https://gitcoin.co/grants/490/poap-proof-of-attendance-protocol,25000,14524,11184,73820,73820,98820,98820,latin america,1,237134,1
GR12,12,2021-12-01,2021-12-16,EtherDrops,1661,europe,dApp Tech,https://gitcoin.co/grants/1661/etherdrops,25000,6440,5596,63692,63692,88692,88692,europe,1,1386166,1
GR12,12,2021-12-01,2021-12-16,ShowMe,3792,east_asia,NFTs,https://gitcoin.co/grants/3792/showme,25000,6815,5305,22869,22869,47869,47869,east asia,1,285554,1
GR12,12,2021-12-01,2021-12-16,rekt.news - The dark web of DeFi journalism,1632,europe,Community,https://gitcoin.co/grants/1632/rektnews-the-dark-web-of-defi-journalism,23455,4679,3921,21206,21206,44661,44661,europe,1,1386166,1
GR12,12,2021-12-01,2021-12-16,OpenCures,3947,north_america,Community,https://gitcoin.co/grants/3947/opencures,23277,317,309,2510,2510,25787,25787,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,Rainforest Direct,3975,latin_america,Community,https://gitcoin.co/grants/3975/rainforest-direct,23186,974,899,52871,52871,76057,76057,latin america,1,237134,1
GR12,12,2021-12-01,2021-12-16,Bloom Network - Panvala League,1595,undefined,Community,https://gitcoin.co/grants/1595/bloom-network-panvala-league,22917,1006,902,53818,53818,76734,76734,worlwide,1,1502191,1
GR12,12,2021-12-01,2021-12-16,Blockchain Infrastructure Carbon Offset Working Group (BICOWG),3091,north_america,Community,https://gitcoin.co/grants/3091/blockchain-infrastructure-carbon-offset-working-g,22834,789,740,6086,6086,28920,28920,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,Treejer: A Climate Action Protocol,1080,none,dApp Tech,https://gitcoin.co/grants/1080/treejer-a-climate-action-protocol,21812,911,779,25174,25174,46986,46986,worlwide,1,1502191,1
GR12,12,2021-12-01,2021-12-16,Revert,2983,latin_america,dApp Tech,https://gitcoin.co/grants/2983/revert,18910,3320,3009,10483,10483,29394,29394,latin america,1,237134,1
GR12,12,2021-12-01,2021-12-16,Ruby: Cryptographic Infrastructure for Data Monetization,3335,north_america,Infra Tech,https://gitcoin.co/grants/3335/ruby-cryptographic-infrastructure-for-data-moneti,18372,3736,3172,16885,16885,35256,35256,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,Longevity Student Grants (by VitaDAO),4082,europe,Grants Round 12,https://gitcoin.co/grants/4082/longevity-student-grants-by-vitadao,18030,271,263,4030,4030,22060,22060,europe,1,1386166,1
GR12,12,2021-12-01,2021-12-16,Geo Web,1403,north_america,NFTs,https://gitcoin.co/grants/1403/geo-web,17686,4050,3506,30239,30239,47925,47925,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,Sismo - Aggregate your private reputation to your public Ethereum profile,4165,europe,Grants Round 12,https://gitcoin.co/grants/4165/sismo-aggregate-your-private-reputation-to-your-p,17431,3586,2962,20391,20391,37822,37822,europe,1,1386166,1
GR12,12,2021-12-01,2021-12-16,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),191,undefined,dApp Tech,https://gitcoin.co/grants/191/brightid-universal-proof-of-uniqueness-panvala-le,16111,3471,3112,15608,15608,31719,31719,worlwide,1,1502191,1
GR12,12,2021-12-01,2021-12-16,Open Senolytics,3930,north_america,Community,https://gitcoin.co/grants/3930/open-senolytics,15851,268,253,3909,3909,19759,19759,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,vfat.tools Yield Farming Calculators,1809,europe,dApp Tech,https://gitcoin.co/grants/1809/vfattools-yield-farming-calculators,15843,3313,2897,17530,17530,33372,33372,europe,1,1386166,1
GR12,12,2021-12-01,2021-12-16,BanklessDAO,2916,north_america,Community,https://gitcoin.co/grants/2916/banklessdao,15569,3934,3374,12187,12187,27757,27757,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,The CatalanDAO - Building the first digital nation DAO!,3386,europe,dGov,https://gitcoin.co/grants/3386/the-catalandao-building-the-first-digital-nation-,15344,4215,3636,12729,12729,28073,28073,europe,1,1386166,1
GR12,12,2021-12-01,2021-12-16,Monkey-Dagger,3012,north_america,dApp Tech,https://gitcoin.co/grants/3012/monkey-dagger,14403,3002,2673,7974,7974,22377,22377,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,"ethers.js - Complete, Simple and Tiny",13,north_america,Infra Tech,https://gitcoin.co/grants/13/ethersjs-complete-simple-and-tiny,14170,2986,2813,23144,23144,37314,37314,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,RainbowWall Protocol,3814,undefined,Community,https://gitcoin.co/grants/3814/rainbowwall-protocol,13482,3771,3231,34232,34232,47714,47714,worlwide,1,1502191,1
GR12,12,2021-12-01,2021-12-16,Lighthouse: Ethereum 2.0 Client,25,oceania,Infra Tech,https://gitcoin.co/grants/25/lighthouse-ethereum-20-client,13396,3290,3053,17107,17107,30502,30502,oceania,1,49133,1
GR12,12,2021-12-01,2021-12-16,Prysm by Prysmatic Labs,24,north_america,Infra Tech,https://gitcoin.co/grants/24/prysm-by-prysmatic-labs,13143,3570,3148,14472,14472,27615,27615,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,Qilin Protocol:  Decentralized volatility protocol that provides the ability to long volatility of any crypto asset,4059,east_asia,Infra Tech,https://gitcoin.co/grants/4059/qilin-protocol-decentralized-volatility-protocol-,13064,3939,3186,13649,13649,26713,26713,east asia,1,285554,1
GR12,12,2021-12-01,2021-12-16,Stopping Alzheimer's with Light and Sound,3853,north_america,Community,https://gitcoin.co/grants/3853/stopping-alzheimers-with-light-and-sound,12801,234,227,2099,2099,14900,14900,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,The Alliance for Longevity Initiatives,3945,north_america,Community,https://gitcoin.co/grants/3945/the-alliance-for-longevity-initiatives,12644,248,239,2170,2170,14814,14814,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,ReFi Podcast Season One,4024,europe,Community,https://gitcoin.co/grants/4024/refi-podcast-season-one,11932,684,603,16200,16200,28132,28132,europe,1,1386166,1
GR12,12,2021-12-01,2021-12-16,NFTSCAN（nftscan.com）is a professional NFT asset browser and data analysis platform.,3633,east_asia,NFTs,https://gitcoin.co/grants/3633/nftscannftscancomis-a-professional-nft-asset-brow,11608,3550,2986,15524,15524,27133,27133,east asia,1,285554,1
GR12,12,2021-12-01,2021-12-16,Decentralized Donations,3483,east_asia,Community,https://gitcoin.co/grants/3483/decentralized-donations,10983,3753,3178,9530,9530,20513,20513,east asia,1,285554,1
GR12,12,2021-12-01,2021-12-16,hardhat-deploy and jolly-roger,972,europe,Infra Tech,https://gitcoin.co/grants/972/hardhat-deploy-and-jolly-roger,10194,2921,2647,9102,9102,19296,19296,europe,1,1386166,1
GR12,12,2021-12-01,2021-12-16,Smart Tanks: a scalable open science platform for longevity intervention testing in Daphnia,4081,north_america,Grants Round 12,https://gitcoin.co/grants/4081/smart-tanks-a-scalable-open-science-platform-for-,9634,213,199,2210,2210,11844,11844,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,Ethereum Core Developer Apprenticeship Program,3468,none,Infra Tech,https://gitcoin.co/grants/3468/ethereum-core-developer-apprenticeship-program,9408,120,110,1674,1674,11082,11082,worlwide,1,1502191,1
GR12,12,2021-12-01,2021-12-16,Bloomeria,2200,europe,Community,https://gitcoin.co/grants/2200/bloomeria,9139,671,566,12374,12374,21513,21513,europe,1,1386166,1
GR12,12,2021-12-01,2021-12-16,Brush: A ZK Powered Social Coordination Game,4183,north_america,Grants Round 12,https://gitcoin.co/grants/4183/brush-a-zk-powered-social-coordination-game,9013,2926,2302,16097,16097,25109,25109,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,"Blockhead: user-friendly portfolio tracker, tx visualizer and data explorer for the crypto/DeFi/NFT/web 3.0 metaverse",2966,north_america,dApp Tech,https://gitcoin.co/grants/2966/blockhead-user-friendly-portfolio-tracker-tx-visu,8964,2391,2067,6601,6601,15565,15565,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,"basinDAO - climate/nature restoration, regeneration & conservation at scale",4197,north_america,Grants Round 12,https://gitcoin.co/grants/4197/basindao-climatenature-restoration-regeneration-c,8268,503,472,14758,14758,23027,23027,north america,1,2341629,1
GR12,12,2021-12-01,2021-12-16,DefiLab_xyz,2575,europe,dApp Tech,https://gitcoin.co/grants/2575/defilab_xyz,8008,1304,1209,3907,3907,11914,11914,europe,1,1386166,1
GR12,12,2021-12-01,2021-12-16,DAOrayaki,3356,southeast_asia,dGov,https://gitcoin.co/grants/3356/daorayaki,7962,3095,2751,9507,9507,17469,17469,southeast asia,1,107380,1
