round_update,round_number,round_start_date,round_end_date,grant_title,grant_id,region,category,url,match_amount,num_contributions,num_unique_contributors,crowdfund_amount_contributions_usd,crowdfund_amount_contributions_usd_update,total,total_update,region_update,count,total_update_grouped,grant_id_update
GR01,1,2019-02-01,2019-02-15,Prysm by Prysmatic Labs,24,north_america,Infra Tech,https://gitcoin.co/grants/24/prysm-by-prysmatic-labs,4306,12,12,1619,1619,5925,5925,north america,1,11639,12
GR01,1,2019-02-01,2019-02-15,MolochDAO,36,none,Community,https://gitcoin.co/grants/36/molochdao,2840,8,8,1216,1216,4056,4056,worlwide,1,24442,8
GR01,1,2019-02-01,2019-02-15,EthHub - Ethereum Information Hub,40,undefined,Community,https://gitcoin.co/grants/40/ethhub-ethereum-information-hub,1408,5,5,1636,1636,3044,3044,worlwide,1,24442,12
GR01,1,2019-02-01,2019-02-15,"ethers.js - Complete, Simple and Tiny",13,north_america,Infra Tech,https://gitcoin.co/grants/13/ethersjs-complete-simple-and-tiny,1358,3,3,1646,1646,3003,3003,north america,1,11639,12
GR01,1,2019-02-01,2019-02-15,Uniswap,48,none,dApp Tech,https://gitcoin.co/grants/48/uniswap,2122,9,9,661,661,2783,2783,worlwide,1,24442,4
GR01,1,2019-02-01,2019-02-15,Gitcoin Grants Official Matching Pool Fund,12,north_america,Infra Tech,https://gitcoin.co/grants/12/gitcoin-grants-official-matching-pool-fund,1000,3,3,1587,1587,2587,2587,north america,1,11639,8
GR01,1,2019-02-01,2019-02-15,"Cryptoeconomics.study - Free, Open-Source Blockchain Course",16,none,Community,https://gitcoin.co/grants/16/cryptoeconomicsstudy-free-open-source-blockchain-,2072,15,15,361,361,2433,2433,worlwide,1,24442,6
GR01,1,2019-02-01,2019-02-15,Connext Network,37,none,Infra Tech,https://gitcoin.co/grants/37/connext-network,738,1,1,1571,1571,2309,2309,worlwide,1,24442,11
GR01,1,2019-02-01,2019-02-15,ZoKrates,29,undefined,Infra Tech,https://gitcoin.co/grants/29/zokrates,1604,8,8,650,650,2254,2254,worlwide,1,24442,9
GR01,1,2019-02-01,2019-02-15,Lighthouse: Ethereum 2.0 Client,25,oceania,Infra Tech,https://gitcoin.co/grants/25/lighthouse-ethereum-20-client,1460,6,5,645,645,2105,2105,oceania,1,2105,12
GR01,1,2019-02-01,2019-02-15,Lodestar (eth2.0 client),21,none,dApp Tech,https://gitcoin.co/grants/21/lodestar-eth20-client,1703,9,9,317,317,2020,2020,worlwide,1,24442,2
GR01,1,2019-02-01,2019-02-15,Plasma Group,39,none,Infra Tech,https://gitcoin.co/grants/39/plasma-group,1573,4,4,20,20,1593,1593,worlwide,1,24442,3
GR01,1,2019-02-01,2019-02-15,Burner Wallet,20,none,dApp Tech,https://gitcoin.co/grants/20/burner-wallet,985,7,7,556,556,1541,1541,worlwide,1,24442,6
GR01,1,2019-02-01,2019-02-15,Implement support for asyncio using Web3.py,17,none,Infra Tech,https://gitcoin.co/grants/17/implement-support-for-asyncio-using-web3py,543,4,4,515,515,1058,1058,worlwide,1,24442,9
GR01,1,2019-02-01,2019-02-15,Gossipsub and Eth 2 / Shasper Development,42,none,dApp Tech,https://gitcoin.co/grants/42/gossipsub-and-eth-2-shasper-development,345,3,3,210,210,555,555,worlwide,1,24442,1
GR01,1,2019-02-01,2019-02-15,Zero Knowledge Podcast,329,europe,Community,https://gitcoin.co/grants/329/zero-knowledge-podcast,374,3,3,100,100,474,474,europe,1,474,12
GR01,1,2019-02-01,2019-02-15,ETH2.0 Implementers Call Notes,23,none,Community,https://gitcoin.co/grants/23/eth20-implementers-call-notes,203,5,5,121,121,324,324,worlwide,1,24442,4
GR01,1,2019-02-01,2019-02-15,Yeeth,41,none,dApp Tech,https://gitcoin.co/grants/41/yeeth,145,5,5,69,69,214,214,worlwide,1,24442,3
GR01,1,2019-02-01,2019-02-15,FISSION Codes,43,none,dApp Tech,https://gitcoin.co/grants/43/fission-codes,86,4,4,61,61,147,147,worlwide,1,24442,3
GR01,1,2019-02-01,2019-02-15,Vipnode,32,north_america,Infra Tech,https://gitcoin.co/grants/32/vipnode,83,4,4,41,41,124,124,north america,1,11639,6
GR01,1,2019-02-01,2019-02-15,Whiteblock Testing,15,none,Infra Tech,https://gitcoin.co/grants/15/whiteblock-testing,23,2,2,30,30,53,53,worlwide,1,24442,6
GR01,1,2019-02-01,2019-02-15,Ethereum Cat Herders Community Fund,782,undefined,Community,https://gitcoin.co/grants/782/ethereum-cat-herders-community-fund,17,3,3,12,12,29,29,worlwide,1,24442,12
GR01,1,2019-02-01,2019-02-15,GrantOps,31,none,Community,https://gitcoin.co/grants/31/grantops,6,1,1,10,10,16,16,worlwide,1,24442,4
GR01,1,2019-02-01,2019-02-15,Peepeth: social network for a better world,26,none,dApp Tech,https://gitcoin.co/grants/26/peepeth-social-network-for-a-better-world,7,2,2,6,6,13,13,worlwide,1,24442,5
GR01,1,2019-02-01,2019-02-15,EVM Evolution,47,none,dApp Tech,https://gitcoin.co/grants/47/evm-evolution,1,1,1,1,1,2,2,worlwide,1,24442,2
GR01,1,2019-02-01,2019-02-15,ChainID Network,44,undefined,Infra Tech,https://gitcoin.co/grants/44/chainid-network,0,1,1,0,0,0,0,worlwide,1,24442,4
GR02,2,2019-03-26,2019-04-19,Official ProgPow Technical Audit Funding,82,none,dApp Tech,https://gitcoin.co/grants/82/official-progpow-technical-audit-funding,13548,13,8,13592,13592,27140,27140,worlwide,1,87231,1
GR02,2,2019-03-26,2019-04-19,HOPR - decentralized privacy-preserving messaging protocol,89,none,dApp Tech,https://gitcoin.co/grants/89/hopr-decentralized-privacy-preserving-messaging-p,11728,19,17,6824,6824,18552,18552,worlwide,1,87231,3
GR02,2,2019-03-26,2019-04-19,Prysm by Prysmatic Labs,24,north_america,Infra Tech,https://gitcoin.co/grants/24/prysm-by-prysmatic-labs,3499,8,8,5764,5764,9263,9263,north america,1,15524,12
GR02,2,2019-03-26,2019-04-19,Plasma Group,39,none,Infra Tech,https://gitcoin.co/grants/39/plasma-group,3450,9,8,2893,2893,6343,6343,worlwide,1,87231,3
GR02,2,2019-03-26,2019-04-19,Uniswap,48,none,dApp Tech,https://gitcoin.co/grants/48/uniswap,2346,11,10,3495,3495,5841,5841,worlwide,1,87231,4
GR02,2,2019-03-26,2019-04-19,MolochDAO,36,none,Community,https://gitcoin.co/grants/36/molochdao,910,7,7,3469,3469,4379,4379,worlwide,1,87231,8
GR02,2,2019-03-26,2019-04-19,WalletConnect (legacy SAI),80,none,dApp Tech,https://gitcoin.co/grants/80/walletconnect-legacy-sai,2762,5,5,1586,1586,4348,4348,worlwide,1,87231,3
GR02,2,2019-03-26,2019-04-19,Lighthouse: Ethereum 2.0 Client,25,oceania,Infra Tech,https://gitcoin.co/grants/25/lighthouse-ethereum-20-client,2085,8,7,2077,2077,4162,4162,oceania,1,4162,12
GR02,2,2019-03-26,2019-04-19,Burner Wallet,20,none,dApp Tech,https://gitcoin.co/grants/20/burner-wallet,1428,9,8,2420,2420,3848,3848,worlwide,1,87231,6
GR02,2,2019-03-26,2019-04-19,"ethers.js - Complete, Simple and Tiny",13,north_america,Infra Tech,https://gitcoin.co/grants/13/ethersjs-complete-simple-and-tiny,1245,7,7,2046,2046,3291,3291,north america,1,15524,12
GR02,2,2019-03-26,2019-04-19,EthHub - Ethereum Information Hub,40,undefined,Community,https://gitcoin.co/grants/40/ethhub-ethereum-information-hub,774,7,7,2366,2366,3140,3140,worlwide,1,87231,12
GR02,2,2019-03-26,2019-04-19,Connext Network,37,none,Infra Tech,https://gitcoin.co/grants/37/connext-network,868,3,3,1599,1599,2467,2467,worlwide,1,87231,11
GR02,2,2019-03-26,2019-04-19,"Cryptoeconomics.study - Free, Open-Source Blockchain Course",16,none,Community,https://gitcoin.co/grants/16/cryptoeconomicsstudy-free-open-source-blockchain-,265,7,7,2103,2103,2368,2368,worlwide,1,87231,6
GR02,2,2019-03-26,2019-04-19,ZoKrates,29,undefined,Infra Tech,https://gitcoin.co/grants/29/zokrates,301,4,4,2024,2024,2325,2325,worlwide,1,87231,9
GR02,2,2019-03-26,2019-04-19,Tennagraph - Minimum bias ethereum signal aggregator,85,none,Infra Tech,https://gitcoin.co/grants/85/tennagraph-minimum-bias-ethereum-signal-aggregato,725,5,5,1341,1341,2066,2066,worlwide,1,87231,5
GR02,2,2019-03-26,2019-04-19,Gitcoin Grants Official Matching Pool Fund,12,north_america,Infra Tech,https://gitcoin.co/grants/12/gitcoin-grants-official-matching-pool-fund,530,4,4,853,853,1383,1383,north america,1,15524,8
GR02,2,2019-03-26,2019-04-19,Vipnode,32,north_america,Infra Tech,https://gitcoin.co/grants/32/vipnode,527,6,6,604,604,1131,1131,north america,1,15524,6
GR02,2,2019-03-26,2019-04-19,Implement support for asyncio using Web3.py,17,none,Infra Tech,https://gitcoin.co/grants/17/implement-support-for-asyncio-using-web3py,150,4,4,907,907,1057,1057,worlwide,1,87231,9
GR02,2,2019-03-26,2019-04-19,Blockchain Education Network (BEN) [Panvala League],49,latin_america,Community,https://gitcoin.co/grants/49/blockchain-education-network-ben-panvala-league,765,5,5,185,185,950,950,latin america,1,950,10
GR02,2,2019-03-26,2019-04-19,Lodestar (eth2.0 client),21,none,dApp Tech,https://gitcoin.co/grants/21/lodestar-eth20-client,720,1,0,,0,720,720,worlwide,1,87231,2
GR02,2,2019-03-26,2019-04-19,Zero Knowledge Podcast,329,europe,Community,https://gitcoin.co/grants/329/zero-knowledge-podcast,158,4,4,519,519,677,677,europe,1,677,12
GR02,2,2019-03-26,2019-04-19,Ethereum Cat Herders Community Fund,782,undefined,Community,https://gitcoin.co/grants/782/ethereum-cat-herders-community-fund,354,6,6,276,276,630,630,worlwide,1,87231,12
GR02,2,2019-03-26,2019-04-19,Gitcoin Grants Core Team - Dev Fund,86,north_america,Building Gitcoin,https://gitcoin.co/grants/86/gitcoin-grants-core-team-dev-fund,261,5,5,196,196,457,457,north america,1,15524,7
GR02,2,2019-03-26,2019-04-19,urllib3 - Python HTTP Library,65,undefined,Infra Tech,https://gitcoin.co/grants/65/urllib3-python-http-library,157,3,3,180,180,337,337,worlwide,1,87231,11
GR02,2,2019-03-26,2019-04-19,Decentralize Data NOW! Cat Herding,81,none,Community,https://gitcoin.co/grants/81/decentralize-data-now-cat-herding,100,3,3,225,225,325,325,worlwide,1,87231,4
GR02,2,2019-03-26,2019-04-19,ETH2.0 Implementers Call Notes,23,none,Community,https://gitcoin.co/grants/23/eth20-implementers-call-notes,56,5,4,237,237,293,293,worlwide,1,87231,4
GR02,2,2019-03-26,2019-04-19,Buidler EVM - Solidity console.log & stack traces,99,undefined,Infra Tech,https://gitcoin.co/grants/99/buidler-evm-solidity-consolelog-stack-traces,59,2,2,219,219,278,278,worlwide,1,87231,4
GR02,2,2019-03-26,2019-04-19,EVM Evolution,47,none,dApp Tech,https://gitcoin.co/grants/47/evm-evolution,119,4,4,76,76,195,195,worlwide,1,87231,2
GR02,2,2019-03-26,2019-04-19,Yeeth,41,none,dApp Tech,https://gitcoin.co/grants/41/yeeth,16,3,3,165,165,181,181,worlwide,1,87231,3
GR02,2,2019-03-26,2019-04-19,FISSION Codes,43,none,dApp Tech,https://gitcoin.co/grants/43/fission-codes,13,3,3,136,136,149,149,worlwide,1,87231,3
GR02,2,2019-03-26,2019-04-19,Donations to support open source development of BlockScout,35,none,dApp Tech,https://gitcoin.co/grants/35/donations-to-support-open-source-development-of-b,28,2,2,55,55,83,83,worlwide,1,87231,2
GR02,2,2019-03-26,2019-04-19,Ethereum wiki maintenance,50,none,dApp Tech,https://gitcoin.co/grants/50/ethereum-wiki-maintenance,15,1,1,50,50,65,65,worlwide,1,87231,1
GR02,2,2019-03-26,2019-04-19,General Contributions to Python Ecosystem of Ethereum,62,none,Infra Tech,https://gitcoin.co/grants/62/general-contributions-to-python-ecosystem-of-ethe,24,3,3,30,30,54,54,worlwide,1,87231,3
GR02,2,2019-03-26,2019-04-19,GrantOps,31,none,Community,https://gitcoin.co/grants/31/grantops,10,3,3,21,21,31,31,worlwide,1,87231,4
GR02,2,2019-03-26,2019-04-19,ETHMagicians Business Model Ring,74,none,Community,https://gitcoin.co/grants/74/ethmagicians-business-model-ring,2,2,2,6,6,8,8,worlwide,1,87231,4
GR02,2,2019-03-26,2019-04-19,Block Rewards Funding Working Group,76,none,Community,https://gitcoin.co/grants/76/block-rewards-funding-working-group,2,1,1,5,5,7,7,worlwide,1,87231,3
GR03,3,2019-09-15,2019-10-04,EthHub - Ethereum Information Hub,40,undefined,Community,https://gitcoin.co/grants/40/ethhub-ethereum-information-hub,16209,165,137,12524,12524,28733,28733,worlwide,1,155637,12
GR03,3,2019-09-15,2019-10-04,Austin Griffith Ethereum Research and Development,122,none,Community,https://gitcoin.co/grants/122/austin-griffith-ethereum-research-and-development,15229,146,128,8687,8687,23916,23916,worlwide,1,155637,6
GR03,3,2019-09-15,2019-10-04,Lighthouse: Ethereum 2.0 Client,25,oceania,Infra Tech,https://gitcoin.co/grants/25/lighthouse-ethereum-20-client,11266,127,110,3894,3894,15160,15160,oceania,1,15160,12
GR03,3,2019-09-15,2019-10-04,Prysm by Prysmatic Labs,24,north_america,Infra Tech,https://gitcoin.co/grants/24/prysm-by-prysmatic-labs,8566,104,94,5436,5436,14002,14002,north america,1,25519,12
GR03,3,2019-09-15,2019-10-04,rDAI,519,none,dApp Tech,https://gitcoin.co/grants/519/rdai,10193,98,86,3084,3084,13277,13277,worlwide,1,155637,7
GR03,3,2019-09-15,2019-10-04,Plasma Group,39,none,Infra Tech,https://gitcoin.co/grants/39/plasma-group,3280,71,63,8920,8920,12200,12200,worlwide,1,155637,3
GR03,3,2019-09-15,2019-10-04,fuzz geth and Parity for EVM consensus bugs,22,none,Infra Tech,https://gitcoin.co/grants/22/fuzz-geth-and-parity-for-evm-consensus-bugs,415,32,29,10183,10183,10598,10598,worlwide,1,155637,7
GR03,3,2019-09-15,2019-10-04,Vyper Smart Contract Language,200,undefined,Infra Tech,https://gitcoin.co/grants/200/vyper-smart-contract-language,5784,86,78,3441,3441,9225,9225,worlwide,1,155637,10
GR03,3,2019-09-15,2019-10-04,"ethers.js - Complete, Simple and Tiny",13,north_america,Infra Tech,https://gitcoin.co/grants/13/ethersjs-complete-simple-and-tiny,3848,84,78,3358,3358,7206,7206,north america,1,25519,12
GR03,3,2019-09-15,2019-10-04,WalletConnect (legacy SAI),80,none,dApp Tech,https://gitcoin.co/grants/80/walletconnect-legacy-sai,3448,74,66,3283,3283,6731,6731,worlwide,1,155637,3
GR03,3,2019-09-15,2019-10-04,Gas Stations Network,653,none,Infra Tech,https://gitcoin.co/grants/653/gas-stations-network,3622,81,75,850,850,4472,4472,worlwide,1,155637,6
GR03,3,2019-09-15,2019-10-04,Uniswap,48,none,dApp Tech,https://gitcoin.co/grants/48/uniswap,1845,65,62,2274,2274,4119,4119,worlwide,1,155637,4
GR03,3,2019-09-15,2019-10-04,HOPR - decentralized privacy-preserving messaging protocol,89,none,dApp Tech,https://gitcoin.co/grants/89/hopr-decentralized-privacy-preserving-messaging-p,1837,54,41,1989,1989,3826,3826,worlwide,1,155637,3
GR03,3,2019-09-15,2019-10-04,Black Girls CODE x Blockchain Ecosystem,130,none,Community,https://gitcoin.co/grants/130/black-girls-code-x-blockchain-ecosystem,1533,41,38,1975,1975,3508,3508,worlwide,1,155637,7
GR03,3,2019-09-15,2019-10-04,🔥🧧 Burn Signal,138,none,dApp Tech,https://gitcoin.co/grants/138/burn-signal,2240,42,39,708,708,2948,2948,worlwide,1,155637,5
GR03,3,2019-09-15,2019-10-04,Burner Wallet,20,none,dApp Tech,https://gitcoin.co/grants/20/burner-wallet,365,31,27,2162,2162,2527,2527,worlwide,1,155637,6
GR03,3,2019-09-15,2019-10-04,Lodestar -Ethereum 2.0 Client,79,none,Infra Tech,https://gitcoin.co/grants/79/lodestar-ethereum-20-client,1919,49,46,537,537,2456,2456,worlwide,1,155637,7
GR03,3,2019-09-15,2019-10-04,MolochDAO,36,none,Community,https://gitcoin.co/grants/36/molochdao,178,21,20,2242,2242,2420,2420,worlwide,1,155637,8
GR03,3,2019-09-15,2019-10-04,defiprime.com,139,north_america,Community,https://gitcoin.co/grants/139/defiprimecom,1651,35,30,582,582,2233,2233,north america,1,25519,10
GR03,3,2019-09-15,2019-10-04,ZoKrates,29,undefined,Infra Tech,https://gitcoin.co/grants/29/zokrates,964,46,42,1206,1206,2170,2170,worlwide,1,155637,9
GR03,3,2019-09-15,2019-10-04,"Cryptoeconomics.study - Free, Open-Source Blockchain Course",16,none,Community,https://gitcoin.co/grants/16/cryptoeconomicsstudy-free-open-source-blockchain-,1274,34,31,638,638,1912,1912,worlwide,1,155637,6
GR03,3,2019-09-15,2019-10-04,Nimbus,137,undefined,Infra Tech,https://gitcoin.co/grants/137/nimbus,496,31,27,1298,1298,1794,1794,worlwide,1,155637,10
GR03,3,2019-09-15,2019-10-04,Nethermind,142,undefined,Infra Tech,https://gitcoin.co/grants/142/nethermind,114,15,15,1512,1512,1626,1626,worlwide,1,155637,9
GR03,3,2019-09-15,2019-10-04,Kickback,125,none,dApp Tech,https://gitcoin.co/grants/125/kickback,344,29,28,1230,1230,1574,1574,worlwide,1,155637,3
GR03,3,2019-09-15,2019-10-04,the dat:// protocol,132,none,Infra Tech,https://gitcoin.co/grants/132/the-dat-protocol,113,14,10,1307,1307,1420,1420,worlwide,1,155637,4
GR03,3,2019-09-15,2019-10-04,urllib3 - Python HTTP Library,65,undefined,Infra Tech,https://gitcoin.co/grants/65/urllib3-python-http-library,132,12,11,1279,1279,1411,1411,worlwide,1,155637,11
GR03,3,2019-09-15,2019-10-04,Gitcoin Grants Core Team - Dev Fund,86,north_america,Building Gitcoin,https://gitcoin.co/grants/86/gitcoin-grants-core-team-dev-fund,201,21,19,1144,1144,1345,1345,north america,1,25519,7
GR03,3,2019-09-15,2019-10-04,Tasit - native mobile Ethereum dapps,183,none,dApp Tech,https://gitcoin.co/grants/183/tasit-native-mobile-ethereum-dapps,510,25,22,833,833,1343,1343,worlwide,1,155637,5
GR03,3,2019-09-15,2019-10-04,Daohaus/Pokemol,303,none,dApp Tech,https://gitcoin.co/grants/303/daohauspokemol,309,21,18,844,844,1153,1153,worlwide,1,155637,6
GR03,3,2019-09-15,2019-10-04,Connext Network,37,none,Infra Tech,https://gitcoin.co/grants/37/connext-network,298,21,20,829,829,1127,1127,worlwide,1,155637,11
GR03,3,2019-09-15,2019-10-04,Abridged,274,none,Infra Tech,https://gitcoin.co/grants/274/abridged,140,17,15,900,900,1040,1040,worlwide,1,155637,10
GR03,3,2019-09-15,2019-10-04,CodeFund Part Time Software Engineer,151,none,dApp Tech,https://gitcoin.co/grants/151/codefund-part-time-software-engineer,999,1,0,,0,999,999,worlwide,1,155637,1
GR03,3,2019-09-15,2019-10-04,CodeFund Part-Time Software Engineer,148,none,dApp Tech,https://gitcoin.co/grants/148/codefund-part-time-software-engineer,999,1,0,,0,999,999,worlwide,1,155637,1
GR03,3,2019-09-15,2019-10-04,MetaMoneyMarket,141,none,dApp Tech,https://gitcoin.co/grants/141/metamoneymarket,399,21,18,441,441,840,840,worlwide,1,155637,4
GR03,3,2019-09-15,2019-10-04,Research Grant:  Swarm Scraper for Verified Smart Contracts,111,none,Infra Tech,https://gitcoin.co/grants/111/research-grant-swarm-scraper-for-verified-smart-c,30,9,8,622,622,652,652,worlwide,1,155637,5
GR03,3,2019-09-15,2019-10-04,Donations to support open source development of BlockScout,35,none,dApp Tech,https://gitcoin.co/grants/35/donations-to-support-open-source-development-of-b,64,9,9,564,564,628,628,worlwide,1,155637,2
GR03,3,2019-09-15,2019-10-04,Implement support for asyncio using Web3.py,17,none,Infra Tech,https://gitcoin.co/grants/17/implement-support-for-asyncio-using-web3py,25,10,10,573,573,598,598,worlwide,1,155637,9
GR03,3,2019-09-15,2019-10-04,Zero Knowledge Podcast,329,europe,Community,https://gitcoin.co/grants/329/zero-knowledge-podcast,294,15,15,154,154,448,448,europe,1,448,12
GR03,3,2019-09-15,2019-10-04,Vipnode,32,north_america,Infra Tech,https://gitcoin.co/grants/32/vipnode,43,11,11,382,382,425,425,north america,1,25519,6
GR03,3,2019-09-15,2019-10-04,You. - Decentralized Password Management,131,none,Infra Tech,https://gitcoin.co/grants/131/you-decentralized-password-management,155,9,9,268,268,423,423,worlwide,1,155637,4
GR03,3,2019-09-15,2019-10-04,Nori,120,none,Infra Tech,https://gitcoin.co/grants/120/nori,73,10,9,321,321,394,394,worlwide,1,155637,5
GR03,3,2019-09-15,2019-10-04,Yeeth,41,none,dApp Tech,https://gitcoin.co/grants/41/yeeth,88,11,11,273,273,361,361,worlwide,1,155637,3
GR03,3,2019-09-15,2019-10-04,Wallets.Review,104,none,Community,https://gitcoin.co/grants/104/walletsreview,66,12,11,281,281,347,347,worlwide,1,155637,3
GR03,3,2019-09-15,2019-10-04,Tennagraph - Minimum bias ethereum signal aggregator,85,none,Infra Tech,https://gitcoin.co/grants/85/tennagraph-minimum-bias-ethereum-signal-aggregato,21,5,4,271,271,292,292,worlwide,1,155637,5
GR03,3,2019-09-15,2019-10-04,Gitcoin Grants Official Matching Pool Fund,12,north_america,Infra Tech,https://gitcoin.co/grants/12/gitcoin-grants-official-matching-pool-fund,46,5,5,225,225,271,271,north america,1,25519,8
GR03,3,2019-09-15,2019-10-04,Ethereum Dev Fund Working Group,75,none,Community,https://gitcoin.co/grants/75/ethereum-dev-fund-working-group,6,2,2,260,260,266,266,worlwide,1,155637,5
GR03,3,2019-09-15,2019-10-04,LeapDAO - scaling for decentralized apps,66,none,Infra Tech,https://gitcoin.co/grants/66/leapdao-scaling-for-decentralized-apps,54,8,8,197,197,251,251,worlwide,1,155637,7
GR03,3,2019-09-15,2019-10-04,Blockchain Education Network (BEN) [Panvala League],49,latin_america,Community,https://gitcoin.co/grants/49/blockchain-education-network-ben-panvala-league,15,4,3,216,216,231,231,latin america,1,231,10
GR03,3,2019-09-15,2019-10-04,DAppNode  - Panvala League,143,none,Infra Tech,https://gitcoin.co/grants/143/dappnode-panvala-league,16,13,9,181,181,197,197,worlwide,1,155637,10
GR03,3,2019-09-15,2019-10-04,Secure Scuttlebutt :: Ethereum Fusion,107,none,Infra Tech,https://gitcoin.co/grants/107/secure-scuttlebutt-ethereum-fusion,18,8,8,160,160,178,178,worlwide,1,155637,5
GR03,3,2019-09-15,2019-10-04,TSSKit: Threshold Signature Scheme Toolkit,95,none,Infra Tech,https://gitcoin.co/grants/95/tsskit-threshold-signature-scheme-toolkit,2,1,1,100,100,102,102,worlwide,1,155637,2
GR03,3,2019-09-15,2019-10-04,Decentralize Data NOW! Cat Herding,81,none,Community,https://gitcoin.co/grants/81/decentralize-data-now-cat-herding,18,5,5,59,59,77,77,worlwide,1,155637,4
GR03,3,2019-09-15,2019-10-04,Africa Blockchain Developer Program,116,none,Community,https://gitcoin.co/grants/116/africa-blockchain-developer-program,2,3,3,61,61,63,63,worlwide,1,155637,7
GR03,3,2019-09-15,2019-10-04,Open Source ProgPoW miner full stack integration,54,none,Infra Tech,https://gitcoin.co/grants/54/open-source-progpow-miner-full-stack-integration,5,2,2,55,55,60,60,worlwide,1,155637,5
GR03,3,2019-09-15,2019-10-04,#HumansOfEthereum,126,none,Community,https://gitcoin.co/grants/126/humansofethereum,30,3,3,27,27,57,57,worlwide,1,155637,3
GR03,3,2019-09-15,2019-10-04,GrinSwap - cross chain atomic swaps with Grin,96,none,dApp Tech,https://gitcoin.co/grants/96/grinswap-cross-chain-atomic-swaps-with-grin,10,3,3,45,45,55,55,worlwide,1,155637,4
GR03,3,2019-09-15,2019-10-04,General Contributions to Python Ecosystem of Ethereum,62,none,Infra Tech,https://gitcoin.co/grants/62/general-contributions-to-python-ecosystem-of-ethe,5,2,2,47,47,52,52,worlwide,1,155637,3
GR03,3,2019-09-15,2019-10-04,Devcon Scholars Program,112,none,Community,https://gitcoin.co/grants/112/devcon-scholars-program,7,3,3,44,44,51,51,worlwide,1,155637,3
GR03,3,2019-09-15,2019-10-04,DeFi Tutorials,144,undefined,Community,https://gitcoin.co/grants/144/defi-tutorials,3,6,6,37,37,39,39,worlwide,1,155637,6
GR03,3,2019-09-15,2019-10-04,RadicalxChange Foundation,63,north_america,Community,https://gitcoin.co/grants/63/radicalxchange-foundation,3,4,3,35,35,38,38,north america,1,25519,9
GR03,3,2019-09-15,2019-10-04,ETH2.0 Implementers Call Notes,23,none,Community,https://gitcoin.co/grants/23/eth20-implementers-call-notes,5,4,4,32,32,37,37,worlwide,1,155637,4
GR03,3,2019-09-15,2019-10-04,Public Health Incentives Layer App,118,none,Health,https://gitcoin.co/grants/118/public-health-incentives-layer-app,25,1,1,10,10,35,35,worlwide,1,155637,2
GR03,3,2019-09-15,2019-10-04,✊ Deora - Decentralized Organization Platform ✊,129,none,dApp Tech,https://gitcoin.co/grants/129/deora-decentralized-organization-platform,12,3,1,20,20,32,32,worlwide,1,155637,1
GR03,3,2019-09-15,2019-10-04,GrantOps,31,none,Community,https://gitcoin.co/grants/31/grantops,10,1,1,5,5,15,15,worlwide,1,155637,4
GR03,3,2019-09-15,2019-10-04,Ethereum Cat Herders Community Fund,782,undefined,Community,https://gitcoin.co/grants/782/ethereum-cat-herders-community-fund,10,1,0,,0,10,10,worlwide,1,155637,12
GR04,4,2020-01-06,2020-01-21,Week in Ethereum News,237,none,Health,https://gitcoin.co/grants/237/week-in-ethereum-news,13537,109,105,2528,2528,16065,16065,worlwide,1,197656,7
GR04,4,2020-01-06,2020-01-21,@antiprosynth | antiprosynthesis.eth ⟠ | Twitter account,160,undefined,Community,https://gitcoin.co/grants/160/antiprosynth-antiprosynthesiseth-twitter-account,11394,115,111,2288,2288,13682,13682,worlwide,1,197656,9
GR04,4,2020-01-06,2020-01-21,EthHub - Ethereum Information Hub,40,undefined,Community,https://gitcoin.co/grants/40/ethhub-ethereum-information-hub,11366,110,104,1740,1740,13106,13106,worlwide,1,197656,12
GR04,4,2020-01-06,2020-01-21,DAppNode  - Panvala League,143,none,Infra Tech,https://gitcoin.co/grants/143/dappnode-panvala-league,8583,162,135,2734,2734,11317,11317,worlwide,1,197656,10
GR04,4,2020-01-06,2020-01-21,Gitcoin Grants Core Team - Dev Fund,86,north_america,Building Gitcoin,https://gitcoin.co/grants/86/gitcoin-grants-core-team-dev-fund,4840,105,98,6010,6010,10850,10850,north america,1,32272,7
GR04,4,2020-01-06,2020-01-21,Sablier,253,none,dApp Tech,https://gitcoin.co/grants/253/sablier,8020,146,140,1071,1071,9091,9091,worlwide,1,197656,1
GR04,4,2020-01-06,2020-01-21,Turbo-Geth,224,none,Infra Tech,https://gitcoin.co/grants/224/turbo-geth,2030,69,67,5894,5894,7924,7924,worlwide,1,197656,4
GR04,4,2020-01-06,2020-01-21,Prysm by Prysmatic Labs,24,north_america,Infra Tech,https://gitcoin.co/grants/24/prysm-by-prysmatic-labs,4365,115,106,3438,3438,7803,7803,north america,1,32272,12
GR04,4,2020-01-06,2020-01-21,Bankless,238,none,Community,https://gitcoin.co/grants/238/bankless,5734,85,82,2028,2028,7762,7762,worlwide,1,197656,6
GR04,4,2020-01-06,2020-01-21,Wizards of DApps podcast,204,none,Community,https://gitcoin.co/grants/204/wizards-of-dapps-podcast,5259,72,62,1686,1686,6945,6945,worlwide,1,197656,4
GR04,4,2020-01-06,2020-01-21,"David Hoffman, Independent Content Creator",215,none,Community,https://gitcoin.co/grants/215/david-hoffman-independent-content-creator,5415,91,85,1344,1344,6759,6759,worlwide,1,197656,3
GR04,4,2020-01-06,2020-01-21,Commons Simulator: Level Up,277,latin_america,dApp Tech,https://gitcoin.co/grants/277/commons-simulator-level-up,4475,90,87,1456,1456,5931,5931,latin america,1,7548,9
